DATE	Population	PopOver16	LaborForce	Unemployed	CPI	CPIexFE	PCE	PCEexFE	GS1	GS5	GS10
2016-03-01	322513	252768	158854	8116	237.990	245.964	103.415	105.487	0.66	1.38	1.89
2016-04-01	322685	252969	158488	7413	238.835	246.467	103.763	105.742	0.56	1.26	1.81
2016-05-01	322867	253174	158800	7207	239.440	247.036	103.930	105.902	0.59	1.30	1.81
2016-06-01	323061	253397	160135	8144	240.144	247.435	104.139	106.032	0.55	1.17	1.64
2016-07-01	323265	253620	160705	8267	240.111	247.791	104.202	106.218	0.51	1.07	1.50
2016-08-01	323473	253854	159800	7996	240.595	248.371	104.380	106.425	0.57	1.13	1.56
2016-09-01	323680	254091	159636	7658	241.068	248.709	104.516	106.527	0.59	1.18	1.63
2016-10-01	323876	254321	159783	7447	241.641	249.068	104.744	106.694	0.66	1.27	1.76
2016-11-01	324052	254540	159451	7066	241.993	249.502	104.792	106.759	0.74	1.60	2.14
2016-12-01	324216	254742	158968	7170	242.712	249.959	105.005	106.897	0.87	1.96	2.49
2017-01-01	324362	254082	158676	8149	243.717	250.519	105.392	107.172	0.83	1.92	2.43
2017-02-01	324494	254246	159482	7887	244.028	250.987	105.499	107.332	0.82	1.90	2.42
2017-03-01	324632	254414	159912	7284	243.721	250.894	105.373	107.250	1.01	2.01	2.48
2017-04-01	324783	254588	159817	6555	244.058	251.129	105.617	107.491	1.04	1.82	2.30
2017-05-01	324944	254767	159979	6572	243.926	251.372	105.607	107.601	1.12	1.84	2.30
2017-06-01	325117	254957	161337	7250	244.179	251.714	105.739	107.765	1.20	1.77	2.19
2017-07-01	325296	255151	161911	7441	244.328	252.009	105.784	107.841	1.22	1.87	2.32
2017-08-01	325476	255357	160863	7287	245.304	252.562	106.040	107.971	1.23	1.78	2.21
2017-09-01	325653	255562	161049	6556	246.445	252.888	106.429	108.157	1.28	1.80	2.20
2017-10-01	325820	255766	160465	6242	246.570	253.534	106.596	108.458	1.40	1.98	2.36
2017-11-01	325968	255949	160466	6286	247.333	253.855	106.788	108.532	1.56	2.05	2.35
2017-12-01	326100	256109	159880	6278	247.847	254.380	106.943	108.693	1.70	2.18	2.40
2018-01-01	326216	256780	160037	7189	248.816	255.106	107.290	108.991	1.80	2.38	2.58
2018-02-01	326323	256934	161494	7091	249.475	255.570	107.528	109.202	1.96	2.60	2.86
2018-03-01	326437	257097	161548	6671	249.413	256.075	107.637	109.442	2.06	2.63	2.84
2018-04-01	326563	257272	161280	5932	249.957	256.487	107.865	109.639	2.15	2.70	2.87
2018-05-01	326699	257454	161765	5756	250.640	257.057	108.104	109.869	2.27	2.82	2.98
2018-06-01	326847	257642	163277	6812	251.176	257.422	108.273	109.993	2.33	2.78	2.91
2018-07-01	327005	257843	163734	6730	251.482	257.902	108.379	110.136	2.39	2.78	2.89
2018-08-01	327167	258066	161909	6370	251.905	258.065	108.464	110.161	2.45	2.77	2.89
2018-09-01	327328	258290	161958	5766	252.261	258.606	108.661	110.401	2.56	2.89	3.00
2018-10-01	327477	258514	162723	5771	252.777	258.993	108.816	110.528	2.65	3.00	3.15
2018-11-01	327607	258708	162665	5650	252.662	259.488	108.893	110.746	2.70	2.95	3.12
2018-12-01	327722	258888	162510	6029	252.653	259.986	108.958	110.954	2.66	2.68	2.83
2019-01-01	327824	258239	162104	7140	252.550	260.566	108.872	111.002	2.58	2.54	2.71
2019-02-01	327921	258392	162793	6625	253.181	260.898	109.003	111.045	2.55	2.49	2.68
2019-03-01	328025	258537	162823	6382	254.095	261.317	109.252	111.174	2.49	2.37	2.57
2019-04-01	328140	258693	162097	5387	254.943	261.835	109.609	111.493	2.42	2.33	2.53
2019-05-01	328267	258861	162655	5503	255.167	262.199	109.720	111.632	2.34	2.19	2.40
2019-06-01	328404	259037	164120	6292	255.402	262.925	109.849	111.874	2.00	1.83	2.07
2019-07-01	328561	259225	164941	6556	256.087	263.587	110.042	112.057	1.96	1.83	2.06
2019-08-01	328730	259432	164019	6203	256.294	264.180	110.115	112.216	1.77	1.49	1.63
2019-09-01	328897	259638	163943	5465	256.593	264.682	110.167	112.302	1.80	1.57	1.70
2019-10-01	329054	259845	164576	5510	257.229	264.987	110.377	112.448	1.61	1.53	1.71
2019-11-01	329191	260020	164386	5441	257.824	265.501	110.461	112.501	1.57	1.64	1.81
2019-12-01	329314	260181	164007	5503	258.444	265.832	110.750	112.753	1.55	1.68	1.86
2020-01-01	329423	259502	163497	6504	258.820	266.476	110.917	112.949	1.53	1.56	1.76
2020-02-01	329527	259628	164235	6218	259.050	267.070	111.014	113.121	1.41	1.32	1.50
2020-03-01	329638	259758	162537	7370	257.953	266.795	110.717	113.013	0.33	0.59	0.87
2020-04-01	329760	259896	155830	22504	255.902	265.601	110.131	112.526	0.18	0.39	0.66
2020-05-01	329894	260047	157975	20514	255.768	265.441	110.314	112.755	0.16	0.34	0.67
2020-06-01	330038	260204	160883	18072	257.214	266.065	110.859	113.145	0.18	0.34	0.73
2020-07-01	330199	260373	161374	16882	258.723	267.715	111.152	113.466	0.15	0.28	0.62
2020-08-01	330368	260558	160966	13742	259.681	268.747	111.482	113.818	0.13	0.27	0.65
2020-09-01	330535	260742	160073	12277	260.209	269.264	111.658	114.019	0.13	0.27	0.68
2020-10-01	330692	260925	161053	10620	260.325	269.296	111.689	114.038	0.13	0.34	0.79
2020-11-01	330829	261085	160468	10264	260.817	269.887	111.694	114.041	0.12	0.39	0.87
2020-12-01	330983	261230	160017	10404	261.775	270.117	112.169	114.389	0.10	0.39	0.93
